,Season,Year,Month,Hour,Holiday,Weekday,Working day,Weather situation,Temperature (normalized),Feels-like temperature (normalized),Humidity (normalized),Windspeed,Rental bikes count
285,Winter,1,3,5,0,4,1,Clear or partly cloudy,0.46,0.4545,0.67,0.0,26
286,Summer,1,8,23,0,3,1,Clear or partly cloudy,0.68,0.6364,0.65,0.1045,138
287,Winter,1,2,18,0,0,0,Clear or partly cloudy,0.3,0.2879,0.52,0.2537,181
288,Winter,0,1,9,0,3,1,Clear or partly cloudy,0.16,0.1364,0.59,0.3284,81
289,Fall,1,10,11,0,4,1,Misty and/or cloudy,0.54,0.5152,0.83,0.1045,238
290,Summer,1,8,18,0,6,0,Misty and/or cloudy,0.66,0.6212,0.69,0.4627,383
291,Fall,0,11,14,0,3,1,Misty and/or cloudy,0.38,0.3939,0.43,0.3582,112
292,Winter,1,2,19,0,2,1,Clear or partly cloudy,0.36,0.3333,0.46,0.2985,304
293,Spring,0,6,17,0,3,1,Clear or partly cloudy,0.74,0.6515,0.28,0.1045,638
294,Spring,0,6,11,0,1,1,Clear or partly cloudy,0.74,0.6667,0.42,0.1343,111
295,Spring,0,6,7,0,6,0,Clear or partly cloudy,0.56,0.5303,0.56,0.0,87
296,Fall,1,10,6,0,3,1,Clear or partly cloudy,0.38,0.3939,0.82,0.0,178
297,Spring,1,6,14,0,1,1,Misty and/or cloudy,0.82,0.7273,0.34,0.2836,259
298,Summer,0,7,1,0,2,1,Clear or partly cloudy,0.7,0.6667,0.79,0.0896,14
299,Spring,0,5,14,0,6,0,Misty and/or cloudy,0.54,0.5152,0.94,0.1343,216
300,Summer,1,9,15,0,4,1,Clear or partly cloudy,0.74,0.697,0.66,0.194,270
301,Spring,0,6,9,0,4,1,Clear or partly cloudy,0.72,0.6364,0.26,0.3582,225
302,Winter,0,12,13,0,0,0,Clear or partly cloudy,0.32,0.303,0.7,0.2537,79
303,Fall,0,11,11,0,5,1,Clear or partly cloudy,0.4,0.4091,0.66,0.1045,226
304,Spring,1,5,16,0,2,1,Clear or partly cloudy,0.68,0.6364,0.61,0.1045,386
305,Summer,1,7,21,0,1,1,Clear or partly cloudy,0.76,0.7121,0.62,0.194,296
306,Winter,0,2,12,0,3,1,Misty and/or cloudy,0.24,0.2273,0.93,0.2239,64
307,Spring,1,5,13,0,6,0,Clear or partly cloudy,0.7,0.6364,0.37,0.1343,704
308,Summer,0,7,12,0,5,1,Misty and/or cloudy,0.76,0.7273,0.7,0.2836,213
309,Fall,1,10,8,0,5,1,Clear or partly cloudy,0.58,0.5455,0.64,0.0,785
310,Fall,1,11,12,0,0,0,Clear or partly cloudy,0.38,0.3939,0.46,0.2239,504
311,Fall,1,10,7,0,5,1,Misty and/or cloudy,0.52,0.5,0.88,0.1045,421
312,Fall,0,12,19,0,6,0,Clear or partly cloudy,0.3,0.3182,0.61,0.0896,175
313,Spring,0,5,8,1,1,0,Misty and/or cloudy,0.66,0.5909,0.89,0.1045,94
314,Winter,1,12,2,1,2,0,Misty and/or cloudy,0.26,0.2576,0.87,0.1642,7
315,Winter,1,3,23,0,1,1,Misty and/or cloudy,0.56,0.5303,0.78,0.1343,54
316,Spring,1,6,8,0,5,1,Clear or partly cloudy,0.58,0.5455,0.6,0.0896,700
317,Summer,0,9,17,1,1,0,Misty and/or cloudy,0.66,0.5909,0.89,0.1045,114
318,Winter,0,12,9,0,4,1,Misty and/or cloudy,0.2,0.2121,0.64,0.1343,170
319,Summer,1,7,15,0,1,1,Misty and/or cloudy,0.76,0.6818,0.45,0.2239,280
320,Winter,0,3,18,0,0,0,Clear or partly cloudy,0.38,0.3939,0.4,0.3582,156
321,Spring,0,6,18,0,5,1,Light snow or light rain,0.76,0.6818,0.4,0.194,450
322,Winter,1,3,21,0,0,0,Clear or partly cloudy,0.28,0.2727,0.36,0.2239,79
323,Summer,0,6,7,0,4,1,Clear or partly cloudy,0.62,0.6061,0.61,0.2239,320
324,Spring,1,5,14,0,5,1,Clear or partly cloudy,0.66,0.6212,0.34,0.1343,350
325,Fall,1,12,22,0,2,1,Clear or partly cloudy,0.34,0.3333,0.49,0.0,132
326,Spring,1,6,17,0,6,0,Misty and/or cloudy,0.72,0.6515,0.37,0.2537,593
327,Fall,0,11,2,0,2,1,Light snow or light rain,0.38,0.3939,1.0,0.1045,6
328,Summer,0,7,7,0,5,1,Misty and/or cloudy,0.7,0.6667,0.79,0.194,332
329,Fall,1,11,10,0,2,1,Clear or partly cloudy,0.3,0.2879,0.49,0.194,230
330,Spring,1,4,19,0,4,1,Clear or partly cloudy,0.46,0.4545,0.31,0.2985,433
331,Spring,1,4,1,0,4,1,Light snow or light rain,0.42,0.4242,0.77,0.1045,13
332,Summer,0,7,19,0,5,1,Clear or partly cloudy,0.66,0.6061,0.83,0.0896,270
333,Fall,1,11,9,0,2,1,Misty and/or cloudy,0.36,0.3788,0.71,0.0,326
334,Fall,0,10,14,0,0,0,Clear or partly cloudy,0.6,0.6212,0.4,0.2985,462
335,Fall,1,10,13,0,6,0,Misty and/or cloudy,0.64,0.6212,0.57,0.5224,710
336,Winter,0,2,20,0,6,0,Clear or partly cloudy,0.32,0.2879,0.28,0.5224,47
337,Spring,1,5,2,0,4,1,Clear or partly cloudy,0.6,0.5758,0.78,0.1642,16
338,Fall,0,11,7,0,3,1,Clear or partly cloudy,0.26,0.2727,0.81,0.1045,285
339,Summer,0,7,21,0,0,0,Misty and/or cloudy,0.66,0.6061,0.83,0.1642,167
340,Winter,0,3,4,0,1,1,Clear or partly cloudy,0.2,0.1515,0.8,0.5224,1
341,Winter,1,12,12,0,0,0,Clear or partly cloudy,0.3,0.2879,0.42,0.194,196
342,Spring,0,6,3,0,1,1,Clear or partly cloudy,0.6,0.6061,0.6,0.4925,7
343,Spring,0,6,7,0,0,0,Misty and/or cloudy,0.6,0.5909,0.73,0.2537,27
344,Summer,0,8,6,0,3,1,Clear or partly cloudy,0.56,0.5303,0.73,0.0,108
345,Summer,0,8,11,0,0,0,Clear or partly cloudy,0.82,0.8333,0.63,0.0,269
346,Winter,0,12,7,0,6,0,Light snow or light rain,0.38,0.3939,0.76,0.0,19
347,Spring,1,4,18,0,0,0,Light snow or light rain,0.36,0.3182,0.93,0.4478,39
348,Summer,0,7,14,0,0,0,Clear or partly cloudy,0.82,0.7879,0.56,0.2537,375
349,Fall,1,12,13,0,4,1,Misty and/or cloudy,0.36,0.3485,0.57,0.194,217
350,Fall,0,10,13,0,5,1,Misty and/or cloudy,0.38,0.3939,0.42,0.2239,228
351,Spring,0,5,18,0,3,1,Clear or partly cloudy,0.62,0.6212,0.5,0.2985,274
352,Winter,0,2,21,0,6,0,Clear or partly cloudy,0.26,0.303,0.41,0.0,51
353,Spring,0,4,11,0,6,0,Clear or partly cloudy,0.5,0.4848,0.42,0.3582,321
354,Fall,0,10,17,0,5,1,Misty and/or cloudy,0.36,0.3485,0.5,0.1343,446
355,Spring,0,4,20,0,3,1,Clear or partly cloudy,0.46,0.4545,0.51,0.2239,141
356,Winter,1,2,21,0,0,0,Clear or partly cloudy,0.3,0.303,0.45,0.1343,83
357,Fall,0,10,12,0,1,1,Misty and/or cloudy,missing,0.4091,0.71,0.1343,147
358,Winter,1,1,16,0,3,1,Misty and/or cloudy,0.34,0.3182,0.87,0.2537,118
359,Summer,1,9,15,0,0,0,Clear or partly cloudy,0.64,0.6212,0.41,0.1642,557
360,Spring,1,5,16,0,2,1,Clear or partly cloudy,0.74,0.6667,0.45,0.194,354
361,Spring,1,4,15,0,5,1,Clear or partly cloudy,0.64,0.6212,0.47,0.194,407
362,Fall,1,12,8,0,2,1,Misty and/or cloudy,0.34,0.303,0.61,0.2985,724
363,Winter,1,3,6,0,5,1,Misty and/or cloudy,0.4,0.4091,0.87,0.1642,99
364,Summer,0,7,15,0,0,0,Clear or partly cloudy,0.92,0.7727,0.18,0.2985,293
365,Spring,0,6,18,0,6,0,Misty and/or cloudy,0.72,0.6818,0.62,0.1343,286
366,Fall,0,10,8,0,4,1,Clear or partly cloudy,0.44,0.4394,0.62,0.1642,457
367,Spring,0,4,21,0,6,0,Clear or partly cloudy,0.32,0.303,0.61,0.2537,77
368,Fall,1,10,0,0,5,1,Clear or partly cloudy,0.56,0.5303,0.73,0.0,102
369,Spring,0,4,13,0,0,0,Clear or partly cloudy,0.5,0.4848,0.34,0.3881,343
370,Winter,0,3,5,0,2,1,Clear or partly cloudy,0.2,0.2273,0.69,0.1045,10
371,Summer,0,9,9,0,4,1,Clear or partly cloudy,0.64,0.6061,0.69,0.1045,207
372,Winter,0,3,19,0,6,0,Clear or partly cloudy,0.44,0.4394,0.33,0.2836,154
373,Summer,1,6,2,0,5,1,Clear or partly cloudy,0.72,0.6667,0.58,0.194,18
374,Spring,1,6,13,0,3,1,Clear or partly cloudy,0.62,0.6212,0.41,0.0896,303
375,Spring,1,5,5,0,6,0,Clear or partly cloudy,0.46,0.4545,0.67,0.0,12
376,Spring,1,4,3,0,2,1,Clear or partly cloudy,0.32,0.303,0.81,0.2239,2
377,Spring,1,6,5,0,0,0,missing,0.5,0.4848,0.68,0.0,12
378,Spring,1,4,20,0,4,1,Clear or partly cloudy,0.56,0.5303,0.49,0.2239,404
379,Summer,0,7,15,0,0,0,Clear or partly cloudy,0.82,0.7424,0.43,0.2985,324
380,Summer,1,8,0,0,6,0,Clear or partly cloudy,0.74,0.7121,0.79,0.1642,161
381,Spring,1,5,19,0,4,1,Clear or partly cloudy,0.64,0.6212,0.31,0.194,537
382,Spring,0,6,5,0,1,1,Light snow or light rain,0.62,0.5758,0.83,0.1343,3
383,Summer,0,9,23,1,1,0,Light snow or light rain,0.56,0.5303,0.88,0.3881,20
384,Spring,0,5,10,0,3,1,Light snow or light rain,0.54,0.5152,0.88,0.2836,106
385,Spring,0,5,12,0,1,1,Clear or partly cloudy,0.68,0.6364,0.69,0.3881,204
386,Fall,0,11,6,0,2,1,Clear or partly cloudy,0.52,0.5,0.83,0.2836,89
387,Spring,1,6,3,0,3,1,Clear or partly cloudy,0.46,0.4545,0.82,0.0,8
388,Fall,0,10,6,0,5,1,Clear or partly cloudy,0.36,0.3485,0.71,0.1642,85
389,Winter,1,1,6,0,2,1,Clear or partly cloudy,0.28,0.2727,0.52,0.1642,104
390,Summer,0,9,21,0,1,1,Misty and/or cloudy,0.56,0.5303,0.68,0.1642,200
391,Fall,1,12,19,0,0,0,Misty and/or cloudy,0.4,0.4091,0.82,0.194,174
392,Fall,1,10,19,0,1,1,Light snow or light rain,0.52,0.5,0.83,0.0896,239
393,Summer,1,7,10,0,4,1,Clear or partly cloudy,0.74,0.697,0.7,0.2239,222
394,Summer,0,8,19,0,1,1,Clear or partly cloudy,0.82,0.7424,0.43,0.1045,416
395,Fall,1,12,2,0,3,1,Clear or partly cloudy,0.28,0.303,0.65,0.0896,3
396,Summer,1,7,3,0,1,1,Clear or partly cloudy,0.68,0.6364,0.79,0.0896,6
397,Spring,1,3,19,0,4,1,Clear or partly cloudy,0.48,0.4697,0.39,0.2836,468
398,Summer,0,7,19,0,6,0,Misty and/or cloudy,0.82,0.803,0.59,0.1343,217
399,Winter,0,3,14,0,5,1,Misty and/or cloudy,0.36,0.3333,0.5,0.3582,89
400,Spring,0,4,5,0,5,1,Misty and/or cloudy,0.32,0.3182,0.87,0.194,9
401,Summer,0,9,4,0,2,1,Clear or partly cloudy,0.54,0.5152,0.88,0.194,6
402,Summer,1,8,0,0,4,1,Clear or partly cloudy,0.72,0.697,0.74,0.194,67
403,Summer,0,8,20,0,5,1,Clear or partly cloudy,0.72,0.6667,0.58,0.2239,291
404,Summer,0,7,8,0,4,1,Clear or partly cloudy,0.64,0.6212,0.5,0.3582,486
405,Summer,1,8,14,0,2,1,Clear or partly cloudy,0.82,0.7424,0.41,0.2239,255
406,Summer,1,8,3,0,0,0,Clear or partly cloudy,0.72,0.697,0.74,0.2537,41
407,Winter,1,2,20,0,6,0,Light snow or light rain,0.24,0.2273,0.93,0.194,77
408,Summer,1,8,15,0,5,1,Clear or partly cloudy,0.8,0.7424,0.52,0.4478,324
409,Fall,0,12,19,0,3,1,Misty and/or cloudy,0.36,0.3636,0.62,0.1045,268
410,Winter,0,3,7,0,5,1,Clear or partly cloudy,0.16,0.1818,0.8,0.1343,83
411,Spring,1,5,11,0,1,1,Misty and/or cloudy,0.56,0.5303,0.83,0.2239,79
412,Summer,0,8,19,0,0,0,Clear or partly cloudy,0.72,0.697,0.74,0.2239,259
413,Summer,0,6,11,0,2,1,Clear or partly cloudy,0.66,0.6061,0.83,0.1642,171
414,Summer,1,8,23,0,5,1,Clear or partly cloudy,0.74,0.6818,0.62,0.1045,174
415,Summer,0,7,20,0,2,1,Clear or partly cloudy,0.8,0.7273,0.46,0.2537,290
416,Winter,1,1,19,0,2,1,Clear or partly cloudy,0.46,0.4545,0.63,0.4179,308
417,Summer,1,9,16,0,5,1,Clear or partly cloudy,0.8,0.7576,0.55,0.2836,470
418,Fall,0,9,4,0,5,1,Light snow or light rain,0.6,0.5,1.0,0.0,13
419,Summer,1,8,4,0,0,0,Misty and/or cloudy,0.64,0.5758,0.89,0.194,16
420,Summer,1,8,8,0,6,0,Misty and/or cloudy,0.66,0.6212,0.74,0.2537,162
421,Fall,0,10,0,0,3,1,Misty and/or cloudy,0.52,0.5,0.77,0.194,34
422,Summer,1,6,6,0,6,0,Clear or partly cloudy,0.64,0.5758,0.83,0.0896,47
423,Winter,1,1,12,0,2,1,Clear or partly cloudy,0.4,0.4091,0.43,0.2985,194
424,Summer,0,8,18,0,1,1,Clear or partly cloudy,0.66,0.6212,0.47,0.2537,547
425,Winter,1,3,7,0,4,1,Clear or partly cloudy,0.44,0.4394,0.72,0.0896,381
426,Winter,1,1,15,0,6,0,Clear or partly cloudy,0.4,0.4091,0.47,0.3284,410
427,Winter,1,1,14,0,3,1,Misty and/or cloudy,0.14,0.1212,0.46,0.2537,75
428,Summer,0,9,7,0,2,1,Clear or partly cloudy,0.58,0.5455,0.83,0.0896,362
429,Fall,1,10,20,0,6,0,Misty and/or cloudy,0.52,0.5,0.72,0.2239,296
430,Winter,1,1,3,0,0,0,Misty and/or cloudy,0.18,0.1667,0.69,0.2836,21
431,Summer,1,9,6,0,4,1,Misty and/or cloudy,0.7,0.6667,0.84,0.0896,200
432,Summer,0,7,20,0,4,1,Clear or partly cloudy,0.7,0.6364,0.42,0.2239,348
433,Summer,0,8,17,0,4,1,Clear or partly cloudy,0.8,0.697,0.29,0.2537,582
434,Winter,1,3,0,0,1,1,Clear or partly cloudy,0.38,0.3939,0.54,0.194,24
435,Winter,1,3,20,0,4,1,Misty and/or cloudy,0.58,0.5455,0.6,0.3582,330
436,Summer,1,8,10,0,0,0,Clear or partly cloudy,0.8,0.7727,0.59,0.4179,364
437,Summer,1,6,17,0,4,1,Clear or partly cloudy,0.88,0.7879,0.37,0.0,615
438,Summer,1,6,6,0,3,1,Clear or partly cloudy,0.58,0.5455,0.46,0.2836,200
439,Summer,0,8,19,0,3,1,Clear or partly cloudy,0.74,0.6818,0.55,0.2985,440
440,Spring,0,4,22,0,3,1,Clear or partly cloudy,0.62,0.6212,0.41,0.2537,117
441,Spring,1,4,7,0,6,0,Clear or partly cloudy,0.32,0.303,0.33,0.2836,54
442,Winter,0,12,3,0,3,1,Clear or partly cloudy,0.32,0.303,0.61,0.2537,4
443,Spring,1,3,18,0,5,1,Clear or partly cloudy,0.42,0.4242,0.54,0.194,560
444,Fall,1,11,13,1,1,0,Clear or partly cloudy,0.6,0.6061,0.6,0.2239,420
445,Winter,1,3,5,0,4,1,Clear or partly cloudy,0.48,0.4697,0.88,0.1642,18
446,Fall,0,10,5,0,0,0,Clear or partly cloudy,0.32,0.3485,0.87,0.0,3
447,Summer,0,6,14,0,0,0,Clear or partly cloudy,0.74,0.6515,0.4,0.1343,443
448,Winter,1,1,23,0,3,1,Misty and/or cloudy,0.2,0.2273,0.44,0.1045,32
449,Winter,1,3,15,0,6,0,Clear or partly cloudy,0.64,0.6212,0.53,0.1343,679
450,Winter,0,2,21,0,0,0,Clear or partly cloudy,0.38,0.3939,0.62,0.1642,69
451,Spring,0,4,9,0,2,1,Light snow or light rain,0.52,0.5,0.63,0.0896,162
452,Winter,1,12,20,0,5,1,Clear or partly cloudy,0.28,0.2727,0.41,0.2537,112
453,Summer,0,7,16,0,4,1,Clear or partly cloudy,0.92,0.9242,0.48,0.2836,210
454,Fall,1,missing,21,0,4,1,Clear or partly cloudy,0.36,0.3333,0.37,0.3881,233
455,Winter,0,2,16,1,1,0,Light snow or light rain,0.28,0.2424,0.75,0.4179,56
456,Summer,1,6,23,0,6,0,Clear or partly cloudy,0.78,0.7424,0.62,0.0896,152
457,Winter,1,1,13,0,4,1,Clear or partly cloudy,0.34,0.303,0.42,0.2985,118
458,Winter,1,3,3,0,5,1,Clear or partly cloudy,0.46,0.4545,0.77,0.5224,7
459,Fall,0,11,20,0,0,0,Misty and/or cloudy,0.52,0.5,0.68,0.1045,113
460,Spring,0,6,10,0,0,0,Misty and/or cloudy,0.7,0.6515,0.61,0.1045,244
461,Summer,0,9,10,1,1,0,Misty and/or cloudy,0.7,0.6515,0.7,0.1642,244
462,Summer,0,7,23,0,2,1,Clear or partly cloudy,0.78,0.7121,0.52,0.0,79
463,Winter,0,2,2,0,6,0,Clear or partly cloudy,0.22,0.197,0.6,0.3582,12
464,Spring,0,5,6,0,1,1,Misty and/or cloudy,0.54,0.5152,1.0,0.0,96
465,Fall,0,12,18,0,5,1,Clear or partly cloudy,0.34,0.3636,0.61,0.0,318
466,Summer,1,7,8,0,1,1,Misty and/or cloudy,0.72,0.697,0.74,0.1045,751
467,Winter,0,1,12,0,5,1,Clear or partly cloudy,0.2,0.197,0.44,0.2537,61
468,Fall,0,11,3,0,5,1,Clear or partly cloudy,0.24,0.2121,0.41,0.2836,2
469,Summer,1,8,21,0,2,1,Clear or partly cloudy,0.74,0.6818,0.62,0.2239,308
470,Spring,1,6,9,0,4,1,Clear or partly cloudy,0.58,0.5455,0.68,0.0,337
471,Fall,1,11,13,0,1,1,Clear or partly cloudy,0.36,0.3333,0.4,0.2537,222
472,Spring,1,6,8,0,5,1,Clear or partly cloudy,0.6,0.5909,0.69,0.1642,653
473,Fall,0,11,13,0,missing,0,Misty and/or cloudy,0.52,0.5,0.29,0.4179,339
474,Spring,0,3,3,0,4,1,Light snow or light rain,0.24,0.2273,0.93,0.2239,1
475,Fall,1,10,18,0,4,1,Clear or partly cloudy,0.46,0.4545,0.44,0.1642,692
476,Spring,0,4,2,0,3,1,Light snow or light rain,0.4,0.4091,1.0,0.2985,2
477,Spring,1,6,18,0,3,1,Clear or partly cloudy,0.9,0.8182,0.37,0.0,672
478,Fall,0,10,4,0,3,1,Light snow or light rain,0.5,0.4848,0.94,0.194,3
479,Summer,1,7,11,0,3,1,Clear or partly cloudy,0.9,0.8485,0.42,0.0,183
480,Fall,1,9,10,0,1,1,Clear or partly cloudy,0.54,0.5152,0.49,0.2239,198
481,Spring,0,4,10,0,6,0,Misty and/or cloudy,0.36,0.3485,0.57,0.1642,154
482,Spring,0,4,11,0,1,1,Clear or partly cloudy,0.6,0.6212,0.4,0.3881,124
483,Winter,1,2,19,0,6,0,Clear or partly cloudy,0.26,0.2121,0.33,0.4478,149
484,Spring,1,6,22,0,1,1,Misty and/or cloudy,0.72,0.6667,0.58,0.194,164
485,Fall,0,10,23,0,6,0,Clear or partly cloudy,0.22,0.2273,0.87,0.194,36
486,Winter,0,3,6,0,2,1,Clear or partly cloudy,0.22,0.2273,0.8,0.194,35
487,Spring,1,5,17,0,5,1,Clear or partly cloudy,0.64,0.6061,0.23,0.2537,779
488,Winter,0,2,18,0,4,1,Clear or partly cloudy,0.2,missing,0.4,0.1642,147
489,Fall,0,11,13,0,4,1,Misty and/or cloudy,0.52,0.5,0.48,0.2537,169
490,Summer,1,8,3,0,6,0,Clear or partly cloudy,0.72,0.7121,0.84,0.1343,30
491,Summer,0,6,13,0,1,1,Misty and/or cloudy,0.72,0.6667,0.58,0.2239,164
492,Fall,0,11,2,0,3,1,Misty and/or cloudy,0.46,0.4545,0.94,0.1045,10
493,Spring,1,5,12,0,1,1,Misty and/or cloudy,0.56,0.5303,0.88,0.2836,185
494,Spring,0,3,20,0,3,1,Light snow or light rain,0.24,0.2121,0.93,0.2985,44
495,Fall,1,11,19,0,1,1,Clear or partly cloudy,0.32,0.3182,0.49,0.1642,372
496,Winter,1,3,22,0,6,0,Clear or partly cloudy,0.26,0.2576,0.44,0.1642,100
497,Summer,0,9,6,0,0,0,Clear or partly cloudy,0.58,0.5455,0.88,0.1045,20
498,Fall,1,10,0,0,0,0,Clear or partly cloudy,0.4,0.4091,0.71,0.2537,111
499,Summer,1,8,20,0,4,1,Clear or partly cloudy,0.74,0.6818,0.58,0.1642,471
500,Spring,1,4,14,0,3,1,Light snow or light rain,0.44,0.4394,0.72,0.1045,51
501,Fall,1,9,12,0,6,0,Clear or partly cloudy,0.62,0.6212,0.41,0.2985,682
502,Spring,0,3,3,0,2,1,Clear or partly cloudy,0.24,0.2121,0.32,0.2985,3
503,Winter,0,2,4,0,6,0,Clear or partly cloudy,0.4,0.4091,0.15,0.3284,3
504,Spring,0,5,12,0,0,0,Misty and/or cloudy,0.72,0.6667,0.51,0.194,401
505,Winter,1,1,23,0,0,0,Clear or partly cloudy,0.16,0.197,0.43,0.0896,29
506,Winter,0,2,18,0,4,1,Misty and/or cloudy,0.34,0.303,0.87,0.3284,137
507,Winter,0,1,23,0,1,1,Misty and/or cloudy,0.16,0.197,0.64,0.0896,17
508,Fall,0,11,8,0,5,1,Misty and/or cloudy,0.4,0.4091,0.87,0.3582,395
509,Winter,0,12,13,0,6,0,Clear or partly cloudy,0.34,0.303,0.39,0.2985,121
510,Fall,0,11,23,0,6,0,Clear or partly cloudy,0.28,0.3182,0.7,0.0,85
511,Spring,1,5,6,0,2,1,Clear or partly cloudy,0.5,0.4848,0.77,0.2985,165
512,Fall,1,12,6,0,3,1,Light snow or light rain,0.48,0.4697,0.55,0.3881,124
513,Fall,0,11,5,0,2,1,Clear or partly cloudy,0.3,0.3182,0.87,0.0896,18
514,Winter,1,12,2,0,5,1,Light snow or light rain,0.46,0.4545,0.94,0.3881,3
515,Spring,0,5,2,0,3,1,Light snow or light rain,0.5,0.4848,0.82,0.2836,4
516,Summer,1,7,18,0,6,0,Clear or partly cloudy,0.94,0.8333,0.29,0.0896,277
517,Winter,0,1,11,0,6,0,Clear or partly cloudy,0.36,0.3333,0.81,0.2836,56
518,Spring,1,4,11,0,1,1,Clear or partly cloudy,0.42,0.4242,0.47,0.4478,209
519,Fall,1,10,16,0,2,1,Light snow or light rain,0.62,0.5606,0.88,0.1343,374
520,Fall,1,9,9,0,1,1,Clear or partly cloudy,0.52,0.5,0.52,0.194,328
521,Fall,1,9,0,0,0,0,Clear or partly cloudy,0.5,0.4848,0.59,0.0,147
522,Spring,1,4,9,0,0,0,Misty and/or cloudy,0.36,0.3485,0.81,0.1343,275
523,Fall,0,11,17,1,4,0,Clear or partly cloudy,0.48,0.4697,0.33,0.1045,74
524,Spring,1,5,3,0,2,1,Misty and/or cloudy,0.5,0.4848,0.77,0.0,3
525,Summer,0,7,5,0,6,0,Clear or partly cloudy,0.72,0.6818,0.7,0.2836,13
526,Spring,1,5,16,0,5,1,Clear or partly cloudy,0.78,0.7121,0.52,0.2239,584
527,Spring,1,5,2,0,2,1,Misty and/or cloudy,0.56,0.5303,0.88,0.1343,4
528,Fall,0,11,17,0,0,0,Misty and/or cloudy,0.52,0.5,0.63,0.194,203
529,Summer,1,8,16,0,3,1,Misty and/or cloudy,0.8,0.7424,0.49,0.2836,441
530,Fall,1,11,5,0,6,0,Misty and/or cloudy,0.32,0.303,0.49,0.2537,9
531,Fall,1,12,8,0,6,0,Misty and/or cloudy,0.26,0.2879,0.75,0.0896,119
532,Spring,1,4,21,0,5,1,Clear or partly cloudy,0.5,0.4848,0.36,0.0,189
533,Summer,1,9,5,0,4,1,Clear or partly cloudy,0.44,0.4394,0.77,0.1045,56
534,Fall,1,10,9,0,0,0,Clear or partly cloudy,0.46,0.4545,0.55,0.1642,269
535,Spring,1,6,17,0,3,1,Clear or partly cloudy,0.62,0.6212,0.43,0.1343,724
536,Fall,0,11,1,0,0,0,Clear or partly cloudy,0.26,0.303,0.81,0.0,115
537,Fall,1,12,16,0,5,1,Clear or partly cloudy,0.38,0.3939,0.54,0.194,417
538,Winter,1,1,11,0,4,1,Misty and/or cloudy,0.3,0.3182,0.87,0.1045,111
539,Summer,1,9,19,0,4,1,Clear or partly cloudy,0.64,0.6061,0.65,0.1343,674
540,Spring,0,6,0,0,6,0,Clear or partly cloudy,0.62,0.5606,0.88,0.1343,104
541,Winter,0,3,14,0,4,1,Clear or partly cloudy,0.5,0.4848,0.45,0.1045,119
542,Fall,0,11,20,0,4,1,Clear or partly cloudy,0.42,0.4242,0.71,0.1045,209
543,Fall,1,12,18,0,4,1,Misty and/or cloudy,0.34,0.3333,0.71,0.194,381
544,Summer,0,7,14,0,4,1,Clear or partly cloudy,0.74,0.6515,0.35,0.2836,178
545,Summer,1,9,11,0,2,1,Misty and/or cloudy,0.74,0.697,0.7,0.2836,198
546,Winter,1,2,8,0,2,1,Clear or partly cloudy,0.3,0.3182,0.49,0.0,529
547,Fall,0,11,15,0,4,1,Misty and/or cloudy,0.34,0.303,0.49,0.4478,116
548,Spring,0,5,4,0,2,1,Clear or partly cloudy,0.6,0.5455,0.88,0.1045,4
549,Fall,1,11,15,0,4,1,Misty and/or cloudy,0.38,0.3939,0.58,0.1642,217
550,Summer,1,8,0,0,0,0,Clear or partly cloudy,0.74,0.697,0.7,0.2836,153
551,Spring,1,4,2,0,5,1,Clear or partly cloudy,0.44,0.4394,0.88,0.194,21
552,Winter,1,3,13,0,5,1,Misty and/or cloudy,0.46,0.4545,0.77,0.0896,260
553,Winter,1,3,0,0,4,1,Misty and/or cloudy,0.42,0.4242,0.94,0.0,11
554,Summer,1,7,13,0,1,1,Misty and/or cloudy,0.8,0.7424,0.52,0.1045,240
555,Fall,1,10,14,0,0,0,Misty and/or cloudy,0.44,0.4394,0.67,0.0,314
556,Fall,0,12,7,0,5,1,Clear or partly cloudy,0.22,0.2576,0.75,0.0896,199
557,Summer,1,9,0,0,6,0,Clear or partly cloudy,0.66,0.5909,0.89,0.2537,150
558,Winter,1,2,0,0,3,1,Clear or partly cloudy,0.44,0.4394,0.38,0.2836,31
559,Summer,1,8,5,0,1,1,Clear or partly cloudy,0.64,0.6061,0.69,0.1045,36
560,Fall,1,10,22,0,2,1,Clear or partly cloudy,0.56,0.5303,0.68,0.1045,194
561,Spring,0,4,20,0,5,1,Misty and/or cloudy,0.3,0.2727,0.93,0.3284,63
562,Fall,0,12,20,0,3,1,Misty and/or cloudy,0.34,0.3485,0.66,0.1045,175
563,Spring,0,3,7,0,2,1,Clear or partly cloudy,0.22,0.197,0.41,0.3582,133
564,Fall,0,11,3,1,4,0,Clear or partly cloudy,0.28,0.2879,0.65,0.1343,5
565,Spring,1,4,6,0,4,1,Clear or partly cloudy,0.3,0.2879,0.65,0.2537,96
566,Spring,1,5,12,0,1,1,Misty and/or cloudy,0.56,0.5303,0.68,0.2239,263
567,Fall,0,12,10,0,1,1,Clear or partly cloudy,0.24,0.2273,0.67,0.194,108
568,Spring,0,4,18,0,6,0,Clear or partly cloudy,0.38,0.3939,0.54,0.194,179
569,Winter,0,12,12,0,2,1,Light snow or light rain,0.3,0.3182,0.81,0.0896,24
570,Fall,0,10,9,0,5,1,Clear or partly cloudy,0.32,0.303,0.57,0.2239,229
571,Summer,0,9,17,0,1,1,Misty and/or cloudy,0.58,0.5455,0.64,0.1343,568
